datetime,power,Temperature,humidity,Liquid,Wind Speed,holiday
2015/1/15 22:00,1118.9697,24.18666992,0.017288402,0.055374146,4.752607997,0
2015/1/15 23:00,1078.6774,23.88872681,0.01714349,0.05050659,4.834249797,0
2015/1/16 0:00,1025.3113,23.63146362,0.017021352,0.051254272,4.850888784,0
2015/1/16 1:00,981.1144,23.4885498,0.016952097,0.051986694,5.025020873,0
2015/1/16 2:00,959.4843,23.34102783,0.016898314,0.054992676,5.085139654,0
2015/1/16 3:00,940.8151,23.27227173,0.016890353,0.058563232,5.310456588,0
2015/1/16 4:00,922.621,23.23317871,0.016896645,0.06210327,5.490082386,0
2015/1/16 5:00,941.2428,23.18996582,0.0168961,0.06347656,5.522636498,0
2015/1/16 6:00,949.9041,23.14907227,0.016888103,0.06576538,5.411864217,0
2015/1/16 7:00,1053.5691,24.63234863,0.017315047,0.07046509,7.793674795,0
2015/1/16 8:00,1214.1629,26.40905151,0.01763542,0.065704346,10.82462365,0
2015/1/16 9:00,1310.7047,27.98040161,0.017697006,0.059432983,12.7538105,0
2015/1/16 10:00,1392.4875,29.23861084,0.017720144,0.053604126,13.10209953,0
2015/1/16 11:00,1419.3144,30.17598877,0.017675122,0.06555176,13.03186944,0
2015/1/16 12:00,1407.0465,30.80709229,0.017622301,0.082214355,12.62488643,0
2015/1/16 13:00,1439.7809,31.11330566,0.017629761,0.09262085,11.85706021,0
